ISBN,Title,Author,Publisher,Publication Year,Subjects
0399170898,Brotherhood in death,"Robb, J. D., 1950-","Berkley Books,",2016,Fiction New York
0763633615,Two for one,"DiCamillo, Kate","Candlewick Press,",2012,Juvenile fiction
1476772290,Get what's yours : the secrets to maxing out your social security,"Kotlikoff, Laurence J.","Simon & Schuster,",2015,Law and legislation
0545455715,Cheryl the Christmas tree fairy,"Meadows, Daisy","Scholastic Inc.,",2012,Fiction Christmas
1481428055,How to pick your dragon,"David, Erica","Simon Spotlight,",2015,Juvenile
141049747X,Lincoln in the bardo,"Saunders, George, 1958-","Thorndike Press,",2017,Fiction Lincoln fiction
0451492935,Gratitude,"Sacks, Oliver, 1933-2015,","Alfred A. Knopf,",2015,Neurologists Biography
0811856836,Ivy + Bean break the fossil record,"Barrows, Annie","Chronicle Books,",2007,World
0996131809,Maui revealed : the ultimate guidebook,"Doughty, Andrew","Wizard Publications, Inc.,",2016,Maui Hawaii
1632150778,Saga. [Volume four],"Vaughan, Brian K.","Image Comics,",2014,books strips etc
1419701711,The Jellybeans and the big art adventure,"Numeroff, Laura Joffe","Abrams Books for Young Readers,",2012,Painting
0316057770,The mysterious Benedict Society,"Stewart, Trenton Lee","Little, Brown,",2007,fiction
1465433910,The story of Darth Vader,"Saunders, Catherine","DK Publishing,",2015,Juvenile literature Vader
0553521683,A ghost on the track,0,"Random House,",2015,Juvenile fiction
014311638X,Food rules : an eater's manual,"Pollan, Michael","Penguin Books,",2009,Diet
0763648418,Monkey and Elephant get better,"Schaefer, Carole Lexa","Candlewick Press,",2013,Juvenile fiction
1250060249,The shepherd's life : modern dispatches from an ancient landscape,"Rebanks, James","Flatiron Books,",2015,England Lake District
1609054091,Stop pop,"Ziefert, Harriet","Blue Apple Books,",2013,Readers Juvenile literature
0375868275,Chomp,"Hiaasen, Carl","Alfred A. Knopf,",2012,Juvenile fiction
0374386153,A wrinkle in time : the graphic novel,"Larson, Hope","Farrar Straus Giroux,",2012,books strips Comic
1594202842,Battle hymn of the tiger mother,"Chua, Amy","Penguin Press,",2011,Mothers United States
1626725365,A perfect day,"Smith, Lane","Roaring Brook Press,",2017,Animals
1338054996,Mariana the Goldilocks fairy,"Meadows, Daisy","Scholastic Inc.,",2017,Juvenile fiction Fictitious
1501117203,Scrappy little nobody,"Kendrick, Anna","Touchstone,",2016,United States Biography
1328663795,Blitzed : drugs in the Third Reich,"Ohler, Norman,","Houghton Mifflin Harcourt,",2017,Germany Drug History
0374292884,The world is flat : a brief history of the twenty-first century,"Friedman, Thomas L.","Farrar, Straus and Giroux,",2005,Globalization
1609054083,Wet pet,"Ziefert, Harriet","Blue Apple Books,",2013,Readers Juvenile literature
0316233927,Life after life : a novel,"Atkinson, Kate","Little, Brown and Co.,",2013,Fiction
0307264556,I feel bad about my neck : and other thoughts on being a woman,"Ephron, Nora","Knopf,",2006,Ephron
0545851971,Rita the Frog Princess fairy,"Meadows, Daisy","Scholastic Inc.,",2016,Juvenile fiction character
1101875550,In other words,"Lahiri, Jhumpa","Alfred A. Knopf,",2016,Lahiri
1402784465,Cake soup,"Farber, Erica","Sterling,",2011,Juvenile fiction
0763644102,The magician's elephant,"DiCamillo, Kate","Candlewick Press,",2009,Juvenile fiction
1616550546,"Avatar, the last airbender. The search, Part one","Yang, Gene Luen","Dark Horse ; Diamond [distributor],",2013,books strips etc
1442449632,Tales from a not-so-happy heartbreaker,"Russell, Rachel Renée","Aladdin,",2013,Juvenile fiction Fiction
0545436796,Exclamation mark,"Rosenthal, Amy Krouse","Scholastic Press,",2013,Punctuation
0374280134,"They may not mean to, but they do","Schine, Cathleen","Sarah Crichton Books/Farrar, Straus and Giroux,",2016,Humorous fiction
0152050701,Mr. Putter & Tabby spill the beans,"Rylant, Cynthia","Harcourt Children's Books,",2009,Juvenile fiction Fictitious
0316166294,The brass verdict : a novel,"Connelly, Michael, 1956-","Little, Brown and Company,",2008,Fiction Los Angeles
0545872413,The race against time : the third journey through time,"Stilton, Geronimo","Scholastic Inc.,",2016,Juvenile fiction Adventure
1250121000,Behind closed doors,"Paris, B. A.","St. Martin's Press,",2016,Fiction fiction
0670062618,Truck stop,"Rockwell, Anne F.","Viking,",2013,Juvenile
1250099560,One perfect lie,"Scottoline, Lisa","St. Martin's Press,",2017,Fiction
0307595862,The snowman,"Nesbø, Jo, 1960-","Alfred A. Knopf,",2011,Fiction
0439706300,"Bone. [Vol. 8], Treasure hunters","Smith, Jeff, 1960 February 27-","Graphix,",2008,books strips etc
1439140235,The girl from Venice,"Smith, Martin Cruz, 1942-","Simon and Schuster,",2016,Italy 1945 Fiction
0310742048,"Pirates, mess detectives, and a super hero","Poth, Karen","Zonderkidz,",2014,Christian
0375846840,Lunch Lady and the League of Librarians. [2],"Krosoczka, Jarrett","Alfred A. Knopf,",2009,Comic books strips
0763649244,Library book for bear,"Becker, Bonny","Candlewick Press,",2014,Juvenile fiction Bears
0670025593,The book of life,"Harkness, Deborah E., 1965-","Viking,",2014,Fiction
0061715174,My garden,"Henkes, Kevin","Greenwillow Books,",2010,Gardens
1416575642,Food matters : a guide to conscious eating with more than 75 recipes,"Bittman, Mark","Simon & Schuster,",2009,Food
1451628684,Deadly stakes : a novel,"Jance, Judith A.","Touchstone/Simon & Schuster,",2013,Fiction
0553510401,Mr. Lemoncello's Library Olympics,"Grabenstein, Chris","Random House,",2016,Juvenile fiction and
0439706289,"Bone. [Vol. 6], Old man's cave","Smith, Jeff, 1960 February 27-","Graphix,",2007,books strips etc
0061978531,Splat the cat sings flat,"Strathearn, Chris","Harper,",2011,Juvenile fiction
0060542098,Fancy Nancy,"O'Connor, Jane","HarperCollins,",2006,Juvenile fiction and
1439199353,The Boston girl : a novel,"Diamant, Anita","Scribner,",2014,Fiction Jewish Boston
0316013692,The absolutely true diary of a part-time Indian,"Alexie, Sherman, 1966-","Little, Brown and Company,",2009,Juvenile fiction Indians
0295999365,"Looking for Betty MacDonald : the egg, the plague, Mrs. Piggle-Wiggle, and I","Becker, Paula (Paula),","University of Washington Press,",2016,MacDonald
0545838681,"Cleopatra in space. Book three, Secret of the time tablets","Maihack, Mike","Graphix, an imprint of Scholastic,",2016,books strips etc
0062083112,Apples galore!,"O'Connor, Jane","Harpercollins Childrens Books,",2013,Fancy
1608863034,Garfield. Volume 2,"Evanier, Mark","Kaboom!,",2013,Comic books strips
0618680004,The God delusion,"Dawkins, Richard, 1941-","Houghton Mifflin Co.,",2006,Irreligion
0316378232,The little red chairs : a novel,"O'Brien, Edna","Little, Brown and Company,",2016,Fiction
1451649320,The lake house : a novel,"Morton, Kate, 1976-","Atria Books,",2015,Fiction England London
0316224588,Standing in another man's grave,"Rankin, Ian","Little, Brown and Company,",2013,Fiction Scotland Edinburgh
0810997657,The Jellybeans and the big camp kickoff,"Numeroff, Laura Joffe","Abrams Books for Young Readers,",2011,Camps
0545646502,Alien escape,"Stilton, Geronimo","Scholastic Inc.,",2014,Juvenile stories fiction
1594487138,So you've been publicly shamed,"Ronson, Jon, 1967-","Riverhead Books, a member of Penguin Group (USA),",2015,Social
0811879542,Press here,"Tullet, Hervé","Chronicle Books,",2011,Imagination
1481421840,Tales from a not-so-happily ever after,"Russell, Rachel Renée","Aladdin,",2014,Fiction
0061928879,Pinkie promise,"Kann, Victoria","Harper,",2011,Fiction Juvenile fiction
1616551844,"Avatar, the last airbender. The search. Part three","Yang, Gene Luen","Dark Horse Books,",2013,books strips Comic
1597073199,"Geronimo Stilton. [10], Geronimo Stilton saves the Olympics","Stilton, Geronimo","Papercutz : distributed by Macmillan,",2012,Comic books strips
0670059838,"Llama, llama red pajama","Dewdney, Anna","Viking,",2005,Juvenile fiction
0316027774,Dinotrux,"Gall, Chris","Little, Brown,",2009,Imaginary
1465433872,Star pilot,"Buller, Laura","DK Publishing,",2015,Space Juvenile literature
0545244668,The Dinosaur Tooth Fairy,"Brockenbrough, Martha","Arthur A. Levine Books,",2013,Juvenile
1596431520,American born Chinese,"Yang, Gene Luen","First Second,",2006,Comic books strips
1484730887,Mother Bruce,"Higgins, Ryan T.","Disney*Hyperion,",2016,Juvenile fiction Fiction
0545872383,Attack of the dragons,"Stilton, Geronimo","Scholastic Inc.,",2016,Mice Juvenile fiction
1481461028,Daniel plays at school,"Pendergrass, Daphne,","Simon Spotlight,",2016,Fiction Schools Problem
0307474712,One day,"Nicholls, David, 1966-","Vintage Books,",2010,Fiction
034580709X,The bat,"Nesbø, Jo, 1960-","Vintage Books,",2013,Fiction
1594488010,The psychopath test : a journey through the madness industry,"Ronson, Jon, 1967-","Riverhead Books,",2011,Psychopaths
0439706297,"Bone. [Vol. 7], Ghost circles","Smith, Jeff, 1960 February 27-",Graphix ;,2008,books strips etc
1423145305,"Percy Jackson & the Olympians. Book three, The Titan's curse : the graphic novel","Riordan, Rick","Disney/Hyperion Books,",2013,Juvenile fiction Mythology
1250087821,A cast of vultures,"Flanders, Judith","Minotaur Books,",2017,Fiction England fiction
152473313X,"Dear Ijeawele, or, A feminist manifesto in fifteen suggestions","Adichie, Chimamanda Ngozi, 1977-","Alfred A. Knopf,",2017,Social
039915597X,U is for undertow,"Grafton, Sue","G.P. Putnam's Sons,",2009,Fiction
0316250813,California : a novel,"Lepucki, Edan","Little, Brown and Company,",2014,Fiction
0763679992,Dinosaur rocket!,"Dale, Penny, 1954-","Nosy Crow, an imprint of Candlewick Press,",2015,Juvenile fiction Fiction
0670785113,Time-out for Sophie,"Wells, Rosemary","Viking,",2013,Behavior
1626720762,Secret coders. Paths & portals,"Yang, Gene Luen","First Second Books,",2016,Comic books strips
0061236098,Fancy Nancy and the boy from Paris,"O'Connor, Jane","HarperCollinsPublishers,",2008,Juvenile Fiction
0060092939,I'm dirty!,"McMullan, Kate","Joanna Cotler Books,",2006,Juvenile
140277222X,Richard Scarry's Hop aboard! Here we go!,"Scarry, Richard","Sterling Children's Books,",2012,Juvenile
0316016381,Then we came to the end : a novel,"Ferris, Joshua","Little, Brown and Co.,",2007,Chicago
143919873X,"Gifts of the crow : how perception, emotion, and thought allow smart birds to behave like humans","Marzluff, John M.","Free Press,",2012,Corvidae
052595127X,This is where I leave you,"Tropper, Jonathan","Dutton,",2009,Fiction
1465451897,Heroes to the rescue,"Ripley, Esther","DK,",2016,Juvenile fiction Fire
0307378403,The Limpopo Academy of Private Detection,"McCall Smith, Alexander, 1948-","Pantheon Books,",2012,Fiction Botswana
1597073474,"Geronimo Stilton. [11], We'll always have Paris","Stilton, Geronimo","Papercutz ; Melia [distributor],",2012,Comic books strips
0062083422,Hush hush,"Lippman, Laura, 1959-","William Morrow, an imprint of HarperCollins",2015,Fiction Baltimore
0345526007,Garfield life in the fat lane,"Davis, Jim, 1945 July 28-","Ballantine,",2014,Comic books strips
1595581030,The new Jim Crow : mass incarceration in the age of colorblindness,"Alexander, Michelle","New Press,",2012,United States justice
0545528445,"Cleopatra in space. Book two, The thief and the sword","Maihack, Mike","Graphix, an imprint of Scholastic,",2015,books strips Comic
140277320X,Ice cream for breakfast,"Farber, Erica","Sterling,",2011,Schools
0763664480,Dinosaur zoom!,"Dale, Penny, 1954-","Nosy Crow,",2013,Juvenile fiction
1481435760,The tiny seed,"Carle, Eric","Simon Spotlight,",2015,Juvenile literature Seeds
0329906194,Thea Stilton and the secret of the old castle,"Stilton, Thea","Scholastic,",2012,Juvenile fiction
0385350864,Bridget Jones. Mad about the boy,"Fielding, Helen, 1958-","Alfred A. Knopf,",2013,Fiction England London
1481462628,Peppermint Patty goes to camp!,"Testa, Maggie","Simon Spotlight,",2016,Camps
145162137X,Brain on fire : my month of madness,"Cahalan, Susannah","Free Press,",2012,United States Patients
0545528429,"Cleopatra in space. Book one, Target practice","Maihack, Mike","Graphix, an imprint of Scholastic,",2014,books strips Comic
0307270777,The private patient,"James, P. D.","Alfred A. Knopf,",2008,Fiction England Dorset
0345505344,Hotel on the corner of bitter and sweet : a novel,"Ford, Jamie","Ballantine Books,",2009,Fiction and
0375828060,"Junie B., first grader : Boo-- and I mean it!","Park, Barbara","Random House,",2004,Juvenile
0670014273,Froggy's worst playdate,"London, Jonathan, 1947-","Viking,",2013,Juvenile fiction
0345450272,Garfield bigger than life,"Davis, Jim, 1945 July 28-","Ballantine Books,",2002,Comic books strips
0316132888,Revenge of the Dinotrux,"Gall, Chris","Little, Brown,",2012,Imaginary
1410465322,The invention of wings [text (large print)],"Kidd, Sue Monk","Thorndike Press,",2014,Fiction
0385354207,Midnight sun,"Nesbø, Jo, 1960-","Alfred A. Knopf,",2016,Fiction
0375828044,"Junie B., first grader : shipwrecked","Park, Barbara","Random House,",2004,Juvenile fiction Fiction
0316110132,D.W.'s library card,"Brown, Marc Tolon","Little, Brown,",2001,Juvenile fiction D
0763617229,"The tale of Despereaux : being the story of a mouse, a princess, some soup, and a spool of thread","DiCamillo, Kate","Candlewick Press,",2003,Fairy
0765377063,The three-body problem,"Liu, Cixin","Tor Books,",2014,Science
0395927218,The namesake,"Lahiri, Jhumpa","Houghton Mifflin,",2003,Fiction
0061120081,To kill a mockingbird,"Lee, Harper","Harper Perennial,",2006,Fiction Southern States
0763665355,Monkey and elephant and the babysitting adventure,"Schaefer, Carole Lexa","Candlewick Press,",2016,Juvenile fiction
0375869573,The tree doctor,"Rabe, Tish","Random House,",2013,Trees
1455521175,The hit,"Baldacci, David","Grand Central Publishing,",2013,Fiction
0763636444,Mercy Watson : something wonky this way comes,"DiCamillo, Kate","Candlewick,",2009,Juvenile fiction
1400044731,Suite française,"Némirovsky, Irène, 1903-1942","Alfred A. Knopf,",2006,1945 France
1476798176,Did you ever have a family,"Clegg, Bill","Scout Press,",2015,Bereavement
1400043468,My life in France,"Child, Julia","Alfred A. Knopf,",2006,Cooks Biography
0316338834,"Eat fat, get thin : why the fat we eat is the key to sustained weight loss and vibrant health","Hyman, Mark, 1959-","Little, Brown and Company,",2016,Reducing
0670020745,My stroke of insight : a brain scientist's personal journey,"Taylor, Jill Bolte, 1959-","Viking,",2008,Taylor Jill Bolte
1250051487,The silence of the sea : a thriller,Yrsa Sigurðardóttir,"Minotaur Books,",2016,Fiction
1484746422,The dark prophecy,"Riordan, Rick","Disney-Hyperion,",2017,fiction Greek Juvenile
141693927X,No T. Rex in the library,"Buzzeo, Toni","Margaret K. McElderry Books,",2010,Juvenile fiction
0670014893,A delicate truth,"Le Carré, John, 1931-","Viking,",2013,Fiction Terrorism Great
0545202582,Gemma the gymnastics fairy,"Meadows, Daisy","Scholastic Inc.,",2010,Juvenile fiction character
1465451021,The adventures of BB-8,"Fentiman, David","DK Publishing,",2016,Fiction Robots Space
0545103673,Thea Stilton and the dragon's code,"Stilton, Thea","Scholastic,",2009,Juvenile fiction
1596433426,"Happy birthday, bad kitty","Bruel, Nick","Roaring Brook,",2009,Juvenile fiction
0385523394,Orange is the new black : my year in a women's prison,"Kerman, Piper","Spiegel & Grau,",2011,Danbury Connecticut
1465401849,Star wars. The legendary Yoda,"Saunders, Catherine","DK Publishing,",2013,Juvenile fiction
0062291408,Ripper : a novel,"Allende, Isabel","Harper,",2014,Fiction
0316297224,Honeydew : stories,"Pearlman, Edith, 1936-","Little, Brown and Company,",2015,Short
0374134952,The dark flood rises,"Drabble, Margaret, 1939-","Farrar, Straus and Giroux,",2017,Fiction
1451664168,Avenue of mysteries,"Irving, John, 1942-","Simon & Schuster,",2015,Fiction
1476716730,Manhattan Beach : a novel,"Egan, Jennifer","Scribner,",2017,New York Fiction
0316017337,"You read to me, I'll read to you : very short scary tales to read together","Hoberman, Mary Ann","Little, Brown and Co.,",2007,Juvenile poetry American
1465419810,Heroes' quest,"Seabrook, Heather","DK Publishing,",2014,Juvenile
1451628587,Left for dead : a novel,"Jance, Judith A.","Simon & Schuster,",2012,Fiction
1481477218,Batman. Heroes of Gotham City,"Bright, J. E.","Simon Spotlight,",2016,Fiction Superheroes Supervillains
1455521191,The escape,"Baldacci, David","Grand Central Publishing,",2014,Fiction
0307701646,The case against sugar,"Taubes, Gary","Alfred A. Knopf,",2016,Sugar Popular works
1419708457,"Rosie Revere, engineer","Beaty, Andrea","Abrams Books for Young Readers,",2013,Juvenile fiction Perseverance
0763693308,Dinosaur pirates!,"Dale, Penny, 1954-","Nosy Crow, an imprint of Candlewick Press,",2017,Juvenile fiction Pirates
1481452150,How to build a dragon fort,"David, Erica","Simon Spotlight,",2016,Dragons
1250064694,Boar Island,"Barr, Nevada","Minotaur Books,",2016,Fiction
